RID,Protocol,ip_src,ip_dst,pro_srcport,pro_dstport,flags_ack,ip_flags_mf,ip_flags_df,ip_flags_rb,pro_seq,pro_ack,frame_time,Packets,Bytes1,Tx_Packets,Tx_Bytes,Rx_Packets,Rx_Bytes,Label
C1971977353,icmp,192.168.7.1,192.168.23.2,3170,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627794000 Mountain Daylight Time,4,216,2,108,2,108,normal
C695666766,icmp,192.168.7.1,192.168.23.2,3176,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627811000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1957315654,icmp,192.168.7.1,192.168.23.2,3178,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627819000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1599723271,icmp,192.168.7.1,192.168.23.2,3182,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627830000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1543570655,icmp,192.168.7.1,192.168.23.2,3205,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627866000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2126618194,icmp,192.168.7.1,192.168.23.2,3210,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627871000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1865523042,icmp,192.168.7.1,192.168.23.2,3216,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627876000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1780885275,icmp,192.168.7.1,192.168.23.2,3224,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627908000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1054204284,icmp,192.168.7.1,192.168.23.2,3227,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627917000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1284824058,icmp,192.168.7.1,192.168.23.2,3232,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627928000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C800954245,icmp,192.168.7.1,192.168.23.2,3234,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627962000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1954046870,icmp,192.168.7.1,192.168.23.2,3239,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627967000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1698148964,icmp,192.168.7.1,192.168.23.2,3241,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.627977000 Mountain Daylight Time,6,324,3,162,3,162,normal
C261549619,icmp,192.168.7.1,192.168.23.2,3243,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628003000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1288983035,icmp,192.168.7.1,192.168.23.2,3245,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628012000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C2064117540,icmp,192.168.7.1,192.168.23.2,3248,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628023000 Mountain Daylight Time,8,432,4,216,4,216,normal
C603702962,icmp,192.168.7.1,192.168.23.2,3250,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628060000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1964085902,icmp,192.168.7.1,192.168.23.2,3253,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628065000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C833306055,icmp,192.168.7.1,192.168.23.2,3261,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628076000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1972965662,icmp,192.168.7.1,192.168.23.2,3265,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628107000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1682454927,icmp,192.168.7.1,192.168.23.2,3267,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628112000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1349372740,icmp,192.168.7.1,192.168.23.2,3270,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628129000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1380506059,icmp,192.168.7.1,192.168.23.2,3275,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628173000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C139777755,icmp,192.168.7.1,192.168.23.2,3276,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628189000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C924150779,icmp,192.168.7.1,192.168.23.2,3277,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628215000 Mountain Daylight Time,8,432,4,216,4,216,normal
C596081235,icmp,192.168.7.1,192.168.23.2,3278,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628222000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1403896065,icmp,192.168.7.1,192.168.23.2,3279,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628239000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1463192690,icmp,192.168.7.1,192.168.23.2,3283,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628273000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C590382622,icmp,192.168.7.1,192.168.23.2,3287,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628277000 Mountain Daylight Time,6,324,3,162,3,162,normal
C148166027,icmp,192.168.7.1,192.168.23.2,3294,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628309000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1279653627,icmp,192.168.7.1,192.168.23.2,3296,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628315000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C364989629,icmp,192.168.7.1,192.168.23.2,3300,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628346000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C991406851,icmp,192.168.7.1,192.168.23.2,3307,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628355000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1147487483,icmp,192.168.7.1,192.168.23.2,3313,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628449000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C661946530,icmp,192.168.7.1,192.168.23.2,3316,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628470000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C944735317,icmp,192.168.7.1,192.168.23.2,3324,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628475000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1048997868,icmp,192.168.7.1,192.168.23.2,3329,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628500000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1344976475,icmp,192.168.7.1,192.168.23.2,3332,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628530000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1406684524,icmp,192.168.7.1,192.168.23.2,3333,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628552000 Mountain Daylight Time,6,324,3,162,3,162,normal
C393283182,icmp,192.168.7.1,192.168.23.2,3336,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628577000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C444981859,icmp,192.168.7.1,192.168.23.2,3340,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628586000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C247110324,icmp,192.168.7.1,192.168.23.2,3345,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628608000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C300400507,icmp,192.168.7.1,192.168.23.2,3348,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628630000 Mountain Daylight Time,8,432,4,216,4,216,normal
C616874462,icmp,192.168.7.1,192.168.23.2,3357,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628659000 Mountain Daylight Time,2,108,1,54,1,54,Fraggile
C562960526,icmp,192.168.7.1,192.168.23.2,3358,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628668000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C222197667,icmp,192.168.7.1,192.168.23.2,3366,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628699000 Mountain Daylight Time,8,432,4,216,4,216,normal
C788483720,icmp,192.168.7.1,192.168.23.2,3367,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628710000 Mountain Daylight Time,8,432,4,216,4,216,normal
C18455185,icmp,192.168.7.1,192.168.23.2,3368,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628741000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1852064845,icmp,192.168.7.1,192.168.23.2,3375,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628749000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C848396753,icmp,192.168.7.1,192.168.23.2,3382,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628767000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C461012680,icmp,192.168.7.1,192.168.23.2,3385,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628799000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1775340528,icmp,192.168.7.1,192.168.23.2,3389,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628807000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C485826434,icmp,192.168.7.1,192.168.23.2,3392,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628827000 Mountain Daylight Time,4,216,2,108,2,108,normal
C1420934890,icmp,192.168.7.1,192.168.23.2,3397,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628839000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1724106771,icmp,192.168.7.1,192.168.23.2,3400,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628891000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C190930973,icmp,192.168.7.1,192.168.23.2,3405,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628898000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1256489049,icmp,192.168.7.1,192.168.23.2,3414,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628901000 Mountain Daylight Time,6,324,3,162,3,162,normal
C840915526,icmp,192.168.7.1,192.168.23.2,3415,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628905000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C374817457,icmp,192.168.7.1,192.168.23.2,3416,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628909000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C2017334569,icmp,192.168.7.1,192.168.23.2,3419,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628913000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C475341694,icmp,192.168.7.1,192.168.23.2,3422,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628939000 Mountain Daylight Time,8,432,4,216,4,216,normal
C932203862,icmp,192.168.7.1,192.168.23.2,3424,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628944000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1867883491,icmp,192.168.7.1,192.168.23.2,3425,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628973000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C748629954,icmp,192.168.7.1,192.168.23.2,3427,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.628976000 Mountain Daylight Time,4,216,2,108,2,108,normal
C424689146,icmp,192.168.7.1,192.168.23.2,3428,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629000000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1895146145,icmp,192.168.7.1,192.168.23.2,3429,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629021000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1038492925,icmp,192.168.7.1,192.168.23.2,3430,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629031000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C944980004,icmp,192.168.7.1,192.168.23.2,3435,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629067000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C380565006,icmp,192.168.7.1,192.168.23.2,3437,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629094000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C254551586,icmp,192.168.7.1,192.168.23.2,3440,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629105000 Mountain Daylight Time,2,108,1,54,1,54,Fraggile
C1285789872,icmp,192.168.7.1,192.168.23.2,3441,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629130000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1225430119,icmp,192.168.7.1,192.168.23.2,3442,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629153000 Mountain Daylight Time,4,216,2,108,2,108,normal
C1791250227,icmp,192.168.7.1,192.168.23.2,3443,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629156000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C658914902,icmp,192.168.7.1,192.168.23.2,3444,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629177000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1298618314,icmp,192.168.7.1,192.168.23.2,3445,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629198000 Mountain Daylight Time,8,432,4,216,4,216,normal
C774702295,icmp,192.168.7.1,192.168.23.2,3446,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629225000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1327620630,icmp,192.168.7.1,192.168.23.2,3448,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629242000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1535371604,icmp,192.168.7.1,192.168.23.2,3449,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629278000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1549724759,icmp,192.168.7.1,192.168.23.2,3450,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629306000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C481264792,icmp,192.168.7.1,192.168.23.2,3451,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629328000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C925484406,icmp,192.168.7.1,192.168.23.2,3454,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629502000 Mountain Daylight Time,4,216,2,108,2,108,normal
C2094364635,icmp,192.168.7.1,192.168.23.2,3455,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629512000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1308365909,icmp,192.168.7.1,192.168.23.2,3456,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629534000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1942688939,icmp,192.168.7.1,192.168.23.2,3457,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629558000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1360956213,icmp,192.168.7.1,192.168.23.2,3458,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629576000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1611969414,icmp,192.168.7.1,192.168.23.2,3459,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629590000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1379853526,icmp,192.168.7.1,192.168.23.2,3460,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629616000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1353000674,icmp,192.168.7.1,192.168.23.2,3461,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629640000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1722188778,icmp,192.168.7.1,192.168.23.2,3462,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629646000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C853598731,icmp,192.168.7.1,192.168.23.2,3463,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629685000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1259028611,icmp,192.168.7.1,192.168.23.2,3465,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629713000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1454728550,icmp,192.168.7.1,192.168.23.2,3467,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629727000 Mountain Daylight Time,6,324,3,162,3,162,normal
C73270665,icmp,192.168.7.1,192.168.23.2,3468,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629769000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C832262067,icmp,192.168.7.1,192.168.23.2,3469,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629776000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C545594971,icmp,192.168.7.1,192.168.23.2,3470,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629796000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1575407992,icmp,192.168.7.1,192.168.23.2,3471,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629822000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C694220032,icmp,192.168.7.1,192.168.23.2,3472,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629824000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1114489160,icmp,192.168.7.1,192.168.23.2,3473,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629846000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1242720408,icmp,192.168.7.1,192.168.23.2,3474,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629865000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C563350963,icmp,192.168.7.1,192.168.23.2,3475,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629876000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C259142772,icmp,192.168.7.1,192.168.23.2,3476,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629907000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C599380819,icmp,192.168.7.1,192.168.23.2,3477,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629923000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C2058762516,icmp,192.168.7.1,192.168.23.2,3478,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629942000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2077117028,icmp,192.168.7.1,192.168.23.2,3479,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629955000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C1702953213,icmp,192.168.7.1,192.168.23.2,3480,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629968000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C147813461,icmp,192.168.7.1,192.168.23.2,3481,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.629997000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1140490945,icmp,192.168.7.1,192.168.23.2,3482,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630007000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C654645992,icmp,192.168.7.1,192.168.23.2,3483,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630018000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1130419033,icmp,192.168.7.1,192.168.23.2,3484,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630048000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1963434625,icmp,192.168.7.1,192.168.23.2,3485,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630067000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C970326744,icmp,192.168.7.1,192.168.23.2,3486,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630078000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1524054677,icmp,192.168.7.1,192.168.23.2,3487,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630100000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1621386027,icmp,192.168.7.1,192.168.23.2,3488,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630120000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1974568676,icmp,192.168.7.1,192.168.23.2,3489,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630132000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2008947138,icmp,192.168.7.1,192.168.23.2,3490,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630161000 Mountain Daylight Time,10,540,5,270,5,270,normal
C707146457,icmp,192.168.7.1,192.168.23.2,3491,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630172000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1406736351,icmp,192.168.7.1,192.168.23.2,3492,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630191000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1420715119,icmp,192.168.7.1,192.168.23.2,3493,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630211000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1683459702,icmp,192.168.7.1,192.168.23.2,3494,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630228000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C2147277023,icmp,192.168.7.1,192.168.23.2,3495,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630239000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1677741840,icmp,192.168.7.1,192.168.23.2,3496,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630259000 Mountain Daylight Time,8,432,4,216,4,216,normal
C467058910,icmp,192.168.7.1,192.168.23.2,3497,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630281000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1693150938,icmp,192.168.7.1,192.168.23.2,3498,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630294000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1555987384,icmp,192.168.7.1,192.168.23.2,3499,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630323000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1334801172,icmp,192.168.7.1,192.168.23.2,3500,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630334000 Mountain Daylight Time,6,324,3,162,3,162,normal
C231091004,icmp,192.168.7.1,192.168.23.2,3501,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630355000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C589415456,icmp,192.168.7.1,192.168.23.2,3502,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630376000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1449490093,icmp,192.168.7.1,192.168.23.2,3503,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630400000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1842548211,icmp,192.168.7.1,192.168.23.2,3504,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630409000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1090438317,icmp,192.168.7.1,192.168.23.2,3506,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630438000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1028850177,icmp,192.168.7.1,192.168.23.2,3514,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630448000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1720328101,icmp,192.168.7.1,192.168.23.2,3516,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630470000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C632184683,icmp,192.168.7.1,192.168.23.2,3518,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630500000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C4723413,icmp,192.168.7.1,192.168.23.2,3519,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630512000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1016130871,icmp,192.168.7.1,192.168.23.2,3521,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630522000 Mountain Daylight Time,6,324,3,162,3,162,normal
C730649044,icmp,192.168.7.1,192.168.23.2,3523,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630540000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1814645590,icmp,192.168.7.1,192.168.23.2,3524,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630563000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1598849823,icmp,192.168.7.1,192.168.23.2,3527,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630575000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1905535567,icmp,192.168.7.1,192.168.23.2,3528,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630604000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1197650624,icmp,192.168.7.1,192.168.23.2,3530,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630615000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C490324942,icmp,192.168.7.1,192.168.23.2,3532,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630647000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1294947444,icmp,192.168.7.1,192.168.23.2,3533,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630667000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1562602462,icmp,192.168.7.1,192.168.23.2,3534,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630694000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1559339925,icmp,192.168.7.1,192.168.23.2,3535,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630717000 Mountain Daylight Time,2,108,1,54,1,54,smurf
C762391479,icmp,192.168.7.1,192.168.23.2,3536,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630753000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C199425383,icmp,192.168.7.1,192.168.23.2,3538,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630779000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1516112517,icmp,192.168.7.1,192.168.23.2,3540,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630799000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1134945292,icmp,192.168.7.1,192.168.23.2,3542,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630820000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1963987867,icmp,192.168.7.1,192.168.23.2,3544,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630833000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C342310850,icmp,192.168.7.1,192.168.23.2,3545,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630866000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1064711525,icmp,192.168.7.1,192.168.23.2,3547,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630878000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C458223499,icmp,192.168.7.1,192.168.23.2,3548,8000,1,0,0,0,1,1, 16-Jun 2020 20:21:14.630897000 Mountain Daylight Time,2,108,1,54,1,54,smurf
